name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
KR06C07,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR06C08,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR06C09,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR06C10,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR06C11,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR06C12,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR06C13,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR06C14,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR06C15,2.30103,0.5,1.30103,3.30103,2.31131,0.5,1.31131,3.31131
KR06C16,2.30103,0.5,1.30103,3.30103,2.31131,0.5,1.31131,3.31131
KR06C17,2.30103,0.5,1.30103,3.30103,2.31131,0.5,1.31131,3.31131
KR06C18,2.30103,0.5,1.30103,3.30103,2.31131,0.5,1.31131,3.31131
KR06C19,2.30103,0.5,1.30103,3.30103,2.3113,0.5,1.3113,3.3113
KR06C20,2.30103,0.5,1.30103,3.30103,2.31133,0.5,1.31133,3.31133
KR06C21,2.30103,0.5,1.30103,3.30103,2.3113,0.5,1.3113,3.3113
KR06C22,2.30103,0.5,1.30103,3.30103,2.30858,0.5,1.30858,3.30858
KR06C23,2.30103,0.5,1.30103,3.30103,2.30858,0.5,1.30858,3.30858
KR06C24,2.30103,0.5,1.30103,3.30103,2.30125,0.5,1.30125,3.30125
KR06C25,2.30103,0.5,1.30103,3.30103,2.29162,0.5,1.29162,3.29162
KR06C26,2.30103,0.5,1.30103,3.30103,2.29398,0.5,1.29398,3.29398
KR06C27,2.30103,0.5,1.30103,3.30103,2.28182,0.5,1.28182,3.28182
KR06C28,2.30103,0.5,1.30103,3.30103,2.28438,0.5,1.28438,3.28438
KR06C29,2.30103,0.5,1.30103,3.30103,2.26949,0.499999,1.26949,3.26949
KR06C30,2.30103,0.5,1.30103,3.30103,2.26895,0.499998,1.26895,3.26895
KR06C31,2.30103,0.5,1.30103,3.30103,2.28588,0.499995,1.28589,3.28587
KR06C32,2.30103,0.5,1.30103,3.30103,2.27338,0.499982,1.27342,3.27335
KR06C33,2.30103,0.5,1.30103,3.30103,2.27629,0.499926,1.27644,3.27614
KR06C34,2.30103,0.5,1.30103,3.30103,2.27589,0.499568,1.27675,3.27502
KR06C35,2.30103,0.5,1.30103,3.30103,2.29624,0.499548,1.29714,3.29533
KR06C36,2.30103,0.5,1.30103,3.30103,2.45693,0.498372,1.46019,3.45368
KR06C37,2.30103,0.5,1.30103,3.30103,2.45631,0.498291,1.45972,3.45289
KR06C38,2.30103,0.5,1.30103,3.30103,2.38216,0.498731,1.3847,3.37963
KR06C39,2.30103,0.5,1.30103,3.30103,2.38728,0.498524,1.39024,3.38433
KR06C40,2.30103,0.5,1.30103,3.30103,2.42317,0.49872,1.42573,3.42061
KR06C41,2.30103,0.5,1.30103,3.30103,2.51282,0.498507,1.51581,3.50984
KR06C42,2.30103,0.5,1.30103,3.30103,2.53143,0.498456,1.53452,3.52834
KR06C43,2.30103,0.5,1.30103,3.30103,2.44166,0.498621,1.44442,3.43891
KR06C44,2.30103,0.5,1.30103,3.30103,2.49624,0.498431,1.49938,3.4931
KR06C45,2.30103,0.5,1.30103,3.30103,2.45529,0.498503,1.45829,3.4523
KR06C46,2.30103,0.5,1.30103,3.30103,2.5417,0.497912,1.54588,3.53752
KR06C47,2.30103,0.5,1.30103,3.30103,2.49706,0.496409,1.50424,3.48987
KR06C48,2.30103,0.5,1.30103,3.30103,2.42307,0.4944,1.43427,3.41187
KR06C49,2.30103,0.5,1.30103,3.30103,2.49781,0.491241,1.51533,3.48029
KR06C50,2.30103,0.5,1.30103,3.30103,2.4668,0.4947,1.4774,3.4562
KR06C51,2.30103,0.5,1.30103,3.30103,2.49621,0.48589,1.52443,3.46799
KR06C52,2.30103,0.5,1.30103,3.30103,2.45593,0.491098,1.47374,3.43813
KR06C53,2.30103,0.5,1.30103,3.30103,2.3553,0.48788,1.37954,3.33106
KR06C54,2.30103,0.5,1.30103,3.30103,2.29754,0.486429,1.32468,3.2704
KR06C55,2.30103,0.5,1.30103,3.30103,2.3592,0.496989,1.36523,3.35318
KR06C56,2.30103,0.5,1.30103,3.30103,2.57291,0.497491,1.57793,3.5679
KR06C57,2.30103,0.5,1.30103,3.30103,2.5981,0.499423,1.59925,3.59694
KR06C58,2.30103,0.5,1.30103,3.30103,2.46838,0.498918,1.47055,3.46622
KR06C59,2.30103,0.5,1.30103,3.30103,2.4513,0.498242,1.45482,3.44779
KR06C60,2.30103,0.5,1.30103,3.30103,2.3875,0.49887,1.38976,3.38524
KR07C01,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR07C02,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR07C03,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR07C04,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR07C05,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR07C06,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR07C07,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR07C08,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR07C09,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR07C10,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR07C11,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR07C12,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR07C13,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR07C14,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR07C15,2.30103,0.5,1.30103,3.30103,2.3113,0.5,1.3113,3.3113
KR07C16,2.30103,0.5,1.30103,3.30103,2.3113,0.5,1.3113,3.3113
KR07C17,2.30103,0.5,1.30103,3.30103,2.31115,0.5,1.31115,3.31115
KR07C18,2.30103,0.5,1.30103,3.30103,2.3116,0.5,1.3116,3.3116
KR07C19,2.30103,0.5,1.30103,3.30103,2.31153,0.5,1.31153,3.31153
KR07C20,2.30103,0.5,1.30103,3.30103,2.31148,0.5,1.31148,3.31148
KR07C21,2.30103,0.5,1.30103,3.30103,2.30569,0.5,1.30569,3.30569
KR07C22,2.30103,0.5,1.30103,3.30103,2.29907,0.5,1.29907,3.29907
KR07C23,2.30103,0.5,1.30103,3.30103,2.30453,0.5,1.30453,3.30453
KR07C24,2.30103,0.5,1.30103,3.30103,2.29149,0.5,1.2915,3.29149
KR07C25,2.30103,0.5,1.30103,3.30103,2.30533,0.5,1.30533,3.30533
KR07C26,2.30103,0.5,1.30103,3.30103,2.29571,0.499999,1.29571,3.29571
KR07C27,2.30103,0.5,1.30103,3.30103,2.28429,0.499999,1.28429,3.28428
KR07C28,2.30103,0.5,1.30103,3.30103,2.29063,0.499998,1.29063,3.29063
KR07C29,2.30103,0.5,1.30103,3.30103,2.28917,0.499996,1.28918,3.28917
KR07C30,2.30103,0.5,1.30103,3.30103,2.30232,0.499994,1.30233,3.3023
KR07C31,2.30103,0.5,1.30103,3.30103,2.29823,0.499988,1.29825,3.29821
KR07C32,2.30103,0.5,1.30103,3.30103,2.28056,0.499975,1.28061,3.28051
KR07C33,2.30103,0.5,1.30103,3.30103,2.30358,0.499939,1.3037,3.30345
KR07C34,2.30103,0.5,1.30103,3.30103,2.27723,0.499762,1.2777,3.27675
KR07C35,2.30103,0.5,1.30103,3.30103,2.30457,0.499748,1.30507,3.30407
KR07C36,2.30103,0.5,1.30103,3.30103,2.34367,0.499117,1.34544,3.34191
KR07C37,2.30103,0.5,1.30103,3.30103,2.40021,0.498718,1.40278,3.39765
KR07C38,2.30103,0.5,1.30103,3.30103,2.36252,0.498802,1.36491,3.36012
KR07C39,2.30103,0.5,1.30103,3.30103,2.36295,0.498745,1.36546,3.36044
KR07C40,2.30103,0.5,1.30103,3.30103,2.38359,0.499038,1.38552,3.38167
KR07C41,2.30103,0.5,1.30103,3.30103,2.45998,0.498963,1.46205,3.4579
KR07C42,2.30103,0.5,1.30103,3.30103,2.49732,0.498828,1.49967,3.49498
KR07C43,2.30103,0.5,1.30103,3.30103,2.4555,0.498823,1.45786,3.45315
KR07C44,2.30103,0.5,1.30103,3.30103,2.51403,0.498765,1.5165,3.51156
KR07C45,2.30103,0.5,1.30103,3.30103,2.46224,0.498782,1.46467,3.4598
KR07C46,2.30103,0.5,1.30103,3.30103,2.50213,0.498727,1.50467,3.49958
KR07C47,2.30103,0.5,1.30103,3.30103,2.5274,0.497067,1.53327,3.52154
KR07C48,2.30103,0.5,1.30103,3.30103,2.5017,0.490811,1.52008,3.48333
KR07C49,2.30103,0.5,1.30103,3.30103,2.47107,0.480741,1.50959,3.43255
KR07C50,2.30103,0.5,1.30103,3.30103,2.43248,0.49456,1.44336,3.42161
KR07C51,2.30103,0.5,1.30103,3.30103,2.42662,0.490521,1.44558,3.40766
KR07C52,2.30103,0.5,1.30103,3.30103,2.37049,0.474493,1.42151,3.31948
KR07C53,2.30103,0.5,1.30103,3.30103,2.3732,0.486578,1.40004,3.34635
KR07C54,2.30103,0.5,1.30103,3.30103,2.3066,0.48983,1.32694,3.28626
KR07C55,2.30103,0.5,1.30103,3.30103,2.4245,0.49876,1.42698,3.42202
KR07C56,2.30103,0.5,1.30103,3.30103,2.42828,0.497261,1.43376,3.4228
KR07C57,2.30103,0.5,1.30103,3.30103,2.11442,0.497301,1.11982,3.10902
KR07C58,2.30103,0.5,1.30103,3.30103,2.2792,0.497673,1.28386,3.27455
KR07C59,2.30103,0.5,1.30103,3.30103,2.34191,0.498092,1.34573,3.3381
KR07C60,2.30103,0.5,1.30103,3.30103,2.31603,0.499031,1.31797,3.3141
KR08C01,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR08C02,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR08C03,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR08C04,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR08C05,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR08C06,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR08C07,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR08C08,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR08C09,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR08C10,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR08C11,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR08C12,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR08C13,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR08C14,2.30103,0.5,1.30103,3.30103,2.30096,0.5,1.30096,3.30096
KR08C15,2.30103,0.5,1.30103,3.30103,2.3113,0.5,1.3113,3.3113
KR08C16,2.30103,0.5,1.30103,3.30103,2.31133,0.5,1.31133,3.31133
KR08C17,2.30103,0.5,1.30103,3.30103,2.31153,0.5,1.31153,3.31153
KR08C18,2.30103,0.5,1.30103,3.30103,2.31153,0.5,1.31153,3.31153
KR08C19,2.30103,0.5,1.30103,3.30103,2.2967,0.5,1.2967,3.2967
KR08C20,2.30103,0.5,1.30103,3.30103,2.30183,0.5,1.30183,3.30183
KR08C21,2.30103,0.5,1.30103,3.30103,2.30209,0.5,1.30209,3.30209
KR08C22,2.30103,0.5,1.30103,3.30103,2.30469,0.5,1.30469,3.30469
KR08C23,2.30103,0.5,1.30103,3.30103,2.3029,0.5,1.3029,3.3029
KR08C24,2.30103,0.5,1.30103,3.30103,2.29074,0.5,1.29074,3.29074
KR08C25,2.30103,0.5,1.30103,3.30103,2.2858,0.499999,1.2858,3.2858
KR08C26,2.30103,0.5,1.30103,3.30103,2.29962,0.499999,1.29962,3.29961
KR08C27,2.30103,0.5,1.30103,3.30103,2.28389,0.499997,1.2839,3.28389
KR08C28,2.30103,0.5,1.30103,3.30103,2.27347,0.499995,1.27348,3.27346
KR08C29,2.30103,0.5,1.30103,3.30103,2.30129,0.499991,1.30131,3.30127
KR08C30,2.30103,0.5,1.30103,3.30103,2.29484,0.499983,1.29487,3.2948
KR08C31,2.30103,0.5,1.30103,3.30103,2.28706,0.499969,1.28712,3.287
KR08C32,2.30103,0.5,1.30103,3.30103,2.30451,0.499949,1.30462,3.30441
KR08C33,2.30103,0.5,1.30103,3.30103,2.32469,0.499928,1.32484,3.32455
KR08C34,2.30103,0.5,1.30103,3.30103,2.31726,0.499925,1.31741,3.31711
KR08C35,2.30103,0.5,1.30103,3.30103,2.32648,0.499867,1.32675,3.32622
KR08C36,2.30103,0.5,1.30103,3.30103,2.32801,0.499469,1.32908,3.32695
KR08C37,2.30103,0.5,1.30103,3.30103,2.32968,0.499009,1.33166,3.3277
KR08C38,2.30103,0.5,1.30103,3.30103,2.36456,0.498821,1.36692,3.3622
KR08C39,2.30103,0.5,1.30103,3.30103,2.36901,0.498841,1.37133,3.3667
KR08C40,2.30103,0.5,1.30103,3.30103,2.38578,0.499116,1.38754,3.38401
KR08C41,2.30103,0.5,1.30103,3.30103,2.40558,0.499282,1.40701,3.40414
KR08C42,2.30103,0.5,1.30103,3.30103,2.46304,0.499179,1.46468,3.4614
KR08C43,2.30103,0.5,1.30103,3.30103,2.47532,0.499078,1.47717,3.47348
KR08C44,2.30103,0.5,1.30103,3.30103,2.45554,0.499148,1.45724,3.45383
KR08C45,2.30103,0.5,1.30103,3.30103,2.44848,0.499159,1.45016,3.4468
KR08C46,2.30103,0.5,1.30103,3.30103,2.47476,0.498972,1.47681,3.4727
KR08C47,2.30103,0.5,1.30103,3.30103,2.43698,0.498242,1.4405,3.43346
KR08C48,2.30103,0.5,1.30103,3.30103,2.49744,0.49467,1.5081,3.48678
KR08C49,2.30103,0.5,1.30103,3.30103,2.44671,0.494504,1.4577,3.43572
KR08C50,2.30103,0.5,1.30103,3.30103,2.38487,0.488619,1.40764,3.36211
KR08C51,2.30103,0.5,1.30103,3.30103,2.39223,0.49165,1.40893,3.37553
KR08C52,2.30103,0.5,1.30103,3.30103,2.42103,0.486682,1.44767,3.3944
KR08C53,2.30103,0.5,1.30103,3.30103,2.26149,0.497929,1.26563,3.25734
KR08C54,2.30103,0.5,1.30103,3.30103,2.25963,0.499258,1.26112,3.25815
KR08C55,2.30103,0.5,1.30103,3.30103,2.42385,0.499152,1.42554,3.42215
KR08C56,2.30103,0.5,1.30103,3.30103,2.16251,0.497531,1.16745,3.15757
KR08C57,2.30103,0.5,1.30103,3.30103,2.28504,0.496336,1.29237,3.27772
KR08C58,2.30103,0.5,1.30103,3.30103,2.29932,0.496947,1.30543,3.29322
KR08C59,2.30103,0.5,1.30103,3.30103,2.29334,0.497405,1.29853,3.28815
KR08C60,2.30103,0.5,1.30103,3.30103,2.3225,0.498891,1.32472,3.32028
KR09C01,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR09C02,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR09C03,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR09C04,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR09C05,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR09C06,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR09C07,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR09C08,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR09C09,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR09C10,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR09C11,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR09C12,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR09C13,2.30103,0.5,1.30103,3.30103,2.30096,0.5,1.30096,3.30096
KR09C14,2.30103,0.5,1.30103,3.30103,2.30096,0.5,1.30096,3.30096
KR09C15,2.30103,0.5,1.30103,3.30103,2.31133,0.5,1.31133,3.31133
KR09C16,2.30103,0.5,1.30103,3.30103,2.3116,0.5,1.3116,3.3116
KR09C17,2.30103,0.5,1.30103,3.30103,2.30256,0.5,1.30256,3.30256
KR09C18,2.30103,0.5,1.30103,3.30103,2.30251,0.5,1.30251,3.30251
KR09C19,2.30103,0.5,1.30103,3.30103,2.29674,0.5,1.29674,3.29674
KR09C20,2.30103,0.5,1.30103,3.30103,2.3021,0.5,1.3021,3.3021
KR09C21,2.30103,0.5,1.30103,3.30103,2.29814,0.5,1.29814,3.29814
KR09C22,2.30103,0.5,1.30103,3.30103,2.29214,0.5,1.29214,3.29214
KR09C23,2.30103,0.5,1.30103,3.30103,2.29352,0.5,1.29352,3.29351
KR09C24,2.30103,0.5,1.30103,3.30103,2.28846,0.499999,1.28847,3.28846
KR09C25,2.30103,0.5,1.30103,3.30103,2.30047,0.499999,1.30048,3.30047
KR09C26,2.30103,0.5,1.30103,3.30103,2.29994,0.499997,1.29994,3.29993
KR09C27,2.30103,0.5,1.30103,3.30103,2.28847,0.499995,1.28848,3.28846
KR09C28,2.30103,0.5,1.30103,3.30103,2.30196,0.499991,1.30198,3.30195
KR09C29,2.30103,0.5,1.30103,3.30103,2.30953,0.499983,1.30957,3.3095
KR09C30,2.30103,0.5,1.30103,3.30103,2.30907,0.499967,1.30913,3.309
KR09C31,2.30103,0.5,1.30103,3.30103,2.30395,0.499937,1.30407,3.30382
KR09C32,2.30103,0.5,1.30103,3.30103,2.29667,0.499881,1.29691,3.29644
KR09C33,2.30103,0.5,1.30103,3.30103,2.29903,0.499788,1.29945,3.29861
KR09C34,2.30103,0.5,1.30103,3.30103,2.32929,0.49968,1.32993,3.32865
KR09C35,2.30103,0.5,1.30103,3.30103,2.31221,0.499813,1.31258,3.31184
KR09C36,2.30103,0.5,1.30103,3.30103,2.37439,0.499132,1.37613,3.37265
KR09C37,2.30103,0.5,1.30103,3.30103,2.35,0.498318,1.35336,3.34663
KR09C38,2.30103,0.5,1.30103,3.30103,2.34092,0.498311,1.3443,3.33755
KR09C39,2.30103,0.5,1.30103,3.30103,2.34968,0.498374,1.35293,3.34643
KR09C40,2.30103,0.5,1.30103,3.30103,2.36927,0.498783,1.37171,3.36684
KR09C41,2.30103,0.5,1.30103,3.30103,2.48905,0.499076,1.4909,3.48721
KR09C42,2.30103,0.5,1.30103,3.30103,2.51108,0.498767,1.51355,3.50862
KR09C43,2.30103,0.5,1.30103,3.30103,2.52086,0.498569,1.52372,3.518
KR09C44,2.30103,0.5,1.30103,3.30103,2.53751,0.49864,1.54023,3.53479
KR09C45,2.30103,0.5,1.30103,3.30103,2.45599,0.498666,1.45865,3.45332
KR09C46,2.30103,0.5,1.30103,3.30103,2.41816,0.498067,1.42203,3.4143
KR09C47,2.30103,0.5,1.30103,3.30103,2.53667,0.497902,1.54087,3.53247
KR09C48,2.30103,0.5,1.30103,3.30103,2.40811,0.498157,1.41179,3.40442
KR09C49,2.30103,0.5,1.30103,3.30103,2.44467,0.498799,1.44707,3.44226
KR09C50,2.30103,0.5,1.30103,3.30103,2.41083,0.494137,1.42256,3.3991
KR09C51,2.30103,0.5,1.30103,3.30103,2.27116,0.497876,1.2754,3.26691
KR09C52,2.30103,0.5,1.30103,3.30103,2.16076,0.497842,1.16508,3.15644
KR09C53,2.30103,0.5,1.30103,3.30103,2.17526,0.496197,1.18287,3.16766
KR09C54,2.30103,0.5,1.30103,3.30103,2.20965,0.497062,1.21552,3.20377
KR09C55,2.30103,0.5,1.30103,3.30103,2.25898,0.497354,1.26427,3.25369
KR09C56,2.30103,0.5,1.30103,3.30103,2.22875,0.495094,1.23857,3.21894
KR09C57,2.30103,0.5,1.30103,3.30103,2.2716,0.494289,1.28303,3.26018
KR09C58,2.30103,0.5,1.30103,3.30103,2.35453,0.495317,1.3639,3.34516
KR09C59,2.30103,0.5,1.30103,3.30103,2.30985,0.496209,1.31743,3.30226
KR09C60,2.30103,0.5,1.30103,3.30103,2.33617,0.498547,1.33908,3.33327
KR10C01,2.30103,0.5,1.30103,3.30103,2.30103,0.5,1.30103,3.30103
KR10C02,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR10C03,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR10C04,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR10C05,2.30103,0.5,1.30103,3.30103,2.30098,0.5,1.30098,3.30098
KR10C06,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR10C07,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR10C08,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR10C09,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR10C10,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR10C11,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR10C12,2.30103,0.5,1.30103,3.30103,2.30097,0.5,1.30097,3.30097
KR10C13,2.30103,0.5,1.30103,3.30103,2.30096,0.5,1.30096,3.30096
KR10C14,2.30103,0.5,1.30103,3.30103,2.30099,0.5,1.30099,3.30099
KR10C15,2.30103,0.5,1.30103,3.30103,2.31133,0.5,1.31133,3.31133
KR10C16,2.30103,0.5,1.30103,3.30103,2.31153,0.5,1.31153,3.31153
KR10C17,2.30103,0.5,1.30103,3.30103,2.30256,0.5,1.30256,3.30256
KR10C18,2.30103,0.5,1.30103,3.30103,2.2967,0.5,1.2967,3.2967
KR10C19,2.30103,0.5,1.30103,3.30103,2.30183,0.5,1.30183,3.30183
KR10C20,2.30103,0.5,1.30103,3.30103,2.30195,0.5,1.30195,3.30195
KR10C21,2.30103,0.5,1.30103,3.30103,2.29528,0.5,1.29528,3.29528
KR10C22,2.30103,0.5,1.30103,3.30103,2.29213,0.5,1.29213,3.29213
KR10C23,2.30103,0.5,1.30103,3.30103,2.29425,0.5,1.29425,3.29425
KR10C24,2.30103,0.5,1.30103,3.30103,2.28864,0.499999,1.28864,3.28864
KR10C25,2.30103,0.5,1.30103,3.30103,2.29749,0.499998,1.29749,3.29749
KR10C26,2.30103,0.5,1.30103,3.30103,2.29955,0.499997,1.29955,3.29954
KR10C27,2.30103,0.5,1.30103,3.30103,2.29429,0.499994,1.2943,3.29428
KR10C28,2.30103,0.5,1.30103,3.30103,2.29633,0.499988,1.29635,3.29631
KR10C29,2.30103,0.5,1.30103,3.30103,2.30674,0.499978,1.30679,3.3067
KR10C30,2.30103,0.5,1.30103,3.30103,2.28373,0.499954,1.28382,3.28363
KR10C31,2.30103,0.5,1.30103,3.30103,2.30214,0.499905,1.30233,3.30195
KR10C32,2.30103,0.5,1.30103,3.30103,2.30557,0.499785,1.306,3.30514
KR10C33,2.30103,0.5,1.30103,3.30103,2.32517,0.49946,1.32625,3.32409
KR10C34,2.30103,0.5,1.30103,3.30103,2.34568,0.49852,1.34864,3.34272
KR10C35,2.30103,0.5,1.30103,3.30103,2.33782,0.498964,1.33989,3.33574
KR10C36,2.30103,0.5,1.30103,3.30103,2.40279,0.497392,1.408,3.39757
KR10C37,2.30103,0.5,1.30103,3.30103,2.36158,0.496419,1.36874,3.35442
KR10C38,2.30103,0.5,1.30103,3.30103,2.33347,0.497315,1.33884,3.32809
KR10C39,2.30103,0.5,1.30103,3.30103,2.38693,0.497124,1.39268,3.38118
KR10C40,2.30103,0.5,1.30103,3.30103,2.39247,0.497798,1.39688,3.38807
KR10C41,2.30103,0.5,1.30103,3.30103,2.60599,0.497392,1.6112,3.60077
KR10C42,2.30103,0.5,1.30103,3.30103,2.65666,0.496853,1.66296,3.65037
KR10C43,2.30103,0.5,1.30103,3.30103,2.55657,0.496593,1.56338,3.54975
KR10C44,2.30103,0.5,1.30103,3.30103,2.67949,0.496553,1.68639,3.6726
KR10C45,2.30103,0.5,1.30103,3.30103,2.67059,0.496824,1.67694,3.66424
KR10C46,2.30103,0.5,1.30103,3.30103,2.61271,0.495692,1.62133,3.60409
KR10C47,2.30103,0.5,1.30103,3.30103,2.57359,0.494632,1.58433,3.56286
KR10C48,2.30103,0.5,1.30103,3.30103,2.54765,0.494996,1.55766,3.53764
KR10C49,2.30103,0.5,1.30103,3.30103,2.52907,0.497625,1.53382,3.52432
KR10C50,2.30103,0.5,1.30103,3.30103,2.29107,0.497695,1.29568,3.28646
KR10C51,2.30103,0.5,1.30103,3.30103,1.87886,0.454901,0.969054,2.78866
KR10C52,2.30103,0.5,1.30103,3.30103,1.70282,0.437034,0.828749,2.57688
KR10C53,2.30103,0.5,1.30103,3.30103,1.85637,0.470436,0.915497,2.79724
KR10C54,2.30103,0.5,1.30103,3.30103,2.08682,0.49031,1.1062,3.06744
KR10C55,2.30103,0.5,1.30103,3.30103,2.4168,0.495129,1.42654,3.40706
KR10C56,2.30103,0.5,1.30103,3.30103,2.03203,0.492007,1.04801,3.01604
KR10C57,2.30103,0.5,1.30103,3.30103,2.04727,0.491809,1.06366,3.03089
KR10C58,2.30103,0.5,1.30103,3.30103,2.01305,0.494736,1.02358,3.00253
KR10C59,2.30103,0.5,1.30103,3.30103,2.18938,0.496217,1.19694,3.18181
KR10C60,2.30103,0.5,1.30103,3.30103,2.36495,0.498499,1.36796,3.36195
